TCODE,TIMESTAMP,FREQ,BW,TXID,AMP,DEVCNT,X,Y,Z,TLW
512,2015-08-19T15:38:42,2412000000,22000000,2249551794131043464,-81.375,2,20.1147241986,57.3878576493,0.0,0
512,2015-08-19T15:38:42,2412000000,22000000,2848812985739314019,-50.0,1,4.33,21.15,0.0,0
512,2015-08-19T15:38:42,2412000000,22000000,3840169614833681540,-86.0,3,38.2171993003,42.7434703843,0.0,0
512,2015-08-19T15:38:42,2412000000,22000000,3840169614827193480,-86.0,2,51.3914122804,14.8197916862,0.0,0
512,2015-08-19T15:38:42,2412000000,22000000,2848812985857999950,-34.6630439758,4,35.676893669,33.9968329187,0.0,0
512,2015-08-19T15:38:42,2412000000,22000000,2708356959627183185,-61.674621582,4,23.4787889751,28.553303752,0.0,0
512,2015-08-19T15:38:42,2412000000,22000000,3840169614769521742,-32.2000007629,4,35.7391415136,34.3289884986,0.0,0
512,2015-08-19T15:38:42,2412000000,22000000,2654313588036535428,-90.0,1,37.71,34.01,0.0,0
512,2015-08-19T15:38:42,2412000000,22000000,3003624618243523720,-87.0,2,51.7536986829,25.6182622496,0.0,0
512,2015-08-19T15:38:42,2412000000,22000000,2848812985938347176,-50.0,2,10.2886738228,20.3485016015,0.0,0
513,2015-08-19T15:38:42,2412000000,22000000,2848812985739314019,-34.0,3,35.2053648003,34.9078800767,0.0,0
513,2015-08-19T15:38:42,2412000000,22000000,2654313588036535428,-88.0,1,37.71,34.01,0.0,0
513,2015-08-19T15:38:42,2412000000,22000000,2848812986021709127,-34.0,2,36.5749039108,35.5181386101,0.0,0
513,2015-08-19T15:38:42,2412000000,22000000,3840169614827193480,-82.0,2,20.7120954092,56.5941639737,0.0,0
513,2015-08-19T15:38:42,2412000000,22000000,2855286923207246926,-54.0,1,12.12,68.01,0.0,0
513,2015-08-19T15:38:42,2412000000,22000000,2848812985857999950,-34.4766845703,4,35.7061396319,33.9404732692,0.0,0
513,2015-08-19T15:38:42,2412000000,22000000,2708356959627183185,-61.5594062805,4,22.6379620292,29.2387512202,0.0,0
513,2015-08-19T15:38:42,2412000000,22000000,3840169614769521742,-34.0,4,35.2800025233,34.3335470261,0.0,0
513,2015-08-19T15:38:42,2412000000,22000000,3840169614833681540,-80.0,1,12.12,68.01,0.0,0
514,2015-08-19T15:38:42,2412000000,22000000,2848812985739314019,-34.0,3,35.2053648003,34.9078800767,0.0,0
514,2015-08-19T15:38:42,2412000000,22000000,2654313588036535428,-88.0,1,37.71,34.01,0.0,0
514,2015-08-19T15:38:42,2412000000,22000000,2848812986021709127,-34.0,2,36.5749039108,35.5181386101,0.0,0
514,2015-08-19T15:38:42,2412000000,22000000,3840169614827193480,-82.0,2,20.7120954092,56.5941639737,0.0,0
514,2015-08-19T15:38:42,2412000000,22000000,2855286923207246926,-54.0,1,12.12,68.01,0.0,0
514,2015-08-19T15:38:42,2412000000,22000000,2848812985857999950,-34.4766845703,4,35.7061396319,33.9404732692,0.0,0
514,2015-08-19T15:38:42,2412000000,22000000,2708356959627183185,-61.5594062805,4,22.6379620292,29.2387512202,0.0,0
